"ContestID","ContestName","NominatingParty","PartyCode","AreaType","AreaNum","OfficeSeqNo","BallotOrder","CandidateID","CandidateName","CurrentDateTime","VoteFor","CandidateVotes","CandidatePercentage","PrecinctsReporting","County"
100051746,"US Senator",NA,NA,NA,"Federal",1,NA,9901,"Write-in","11/15/2022 1:47:31 PM",1,267,0.00119932083404454,"0/1279,","Washington"
100051746,"US Senator","Democrat, Independent",NA,NA,"Federal",1,NA,300018095,"Ron Wyden","11/15/2022 1:47:31 PM",1,141054,0.633591763765239,"0/1279,","Washington"
100051746,"US Senator","Pacific Green",NA,NA,"Federal",1,NA,100085953,"Dan Pulju","11/15/2022 1:47:31 PM",1,2556,0.0114811387708534,"0/1279,","Washington"
100051746,"US Senator","Progressive",NA,NA,"Federal",1,NA,100085955,"Chris Henry","11/15/2022 1:47:31 PM",1,4446,0.01997071321409,"0/1279,","Washington"
100051746,"US Senator","Republican, Constitution",NA,NA,"Federal",1,NA,100083988,"Jo Rae Perkins","11/15/2022 1:47:31 PM",1,74303,0.333757063415774,"0/1279,","Washington"
100051747,"US Representative, 1st District",NA,NA,NA,"US Representative 1st District",2,NA,9901,"Write-in","11/15/2022 1:47:31 PM",1,285,0.00190235892506708,"0/219,","Washington"
100051747,"US Representative, 1st District","Democrat, Working Families",NA,NA,"US Representative 1st District",2,NA,300024797,"Suzanne Bonamici","11/15/2022 1:47:31 PM",1,95981,0.640667761357417,"0/219,","Washington"
100051747,"US Representative, 1st District","Republican",NA,NA,"US Representative 1st District",2,NA,100083995,"Christopher A Mann","11/15/2022 1:47:31 PM",1,53548,0.357429879717516,"0/219,","Washington"
100051752,"US Representative, 6th District",NA,NA,NA,"US Representative 6th District",5,NA,9901,"Write-in","11/15/2022 1:47:31 PM",1,105,0.00149489599794986,"0/177,","Washington"
100051752,"US Representative, 6th District","Constitution",NA,NA,"US Representative 6th District",5,NA,100085991,"Larry D McFarland","11/15/2022 1:47:31 PM",1,1048,0.0149204857700138,"0/177,","Washington"
100051752,"US Representative, 6th District","Democrat, Independent, Working Families",NA,NA,"US Representative 6th District",5,NA,100084021,"Andrea Salinas","11/15/2022 1:47:31 PM",1,42945,0.611412463161491,"0/177,","Washington"
100051752,"US Representative, 6th District","Republican",NA,NA,"US Representative 6th District",5,NA,100084033,"Mike Erickson","11/15/2022 1:47:31 PM",1,26141,0.372172155070545,"0/177,","Washington"
100051753,"Governor",NA,NA,NA,"Statewide Partisan",6,NA,9901,"Write-in","11/15/2022 1:47:31 PM",1,221,0.00098292556006742,"0/1279,","Washington"
100051753,"Governor","Constitution",NA,NA,"Statewide Partisan",6,NA,100085998,"Donice Noelle Smith","11/15/2022 1:47:31 PM",1,673,0.00299325294988859,"0/1279,","Washington"
100051753,"Governor","Democrat, Working Families",NA,NA,"Statewide Partisan",6,NA,100084063,"Tina Kotek","11/15/2022 1:47:31 PM",1,122906,0.546640040206548,"0/1279,","Washington"
100051753,"Governor","Libertarian",NA,NA,"Statewide Partisan",6,NA,100086000,"R Leon Noble","11/15/2022 1:47:31 PM",1,617,0.00274418583964526,"0/1279,","Washington"
100051753,"Governor","Nonaffiliated",NA,NA,"Statewide Partisan",6,NA,100086002,"Betsy Johnson","11/15/2022 1:47:31 PM",1,19185,0.0853277233931836,"0/1279,","Washington"
100051753,"Governor","Republican",NA,NA,"Statewide Partisan",6,NA,100084049,"Christine Drazan","11/15/2022 1:47:31 PM",1,81237,0.361311872050667,"0/1279,","Washington"
100051762,"State Senator, 15th District",NA,NA,NA,"SD 15",6,NA,9901,"Write-in","11/15/2022 1:47:31 PM",1,65,0.0014473068958607,"0/32,","Washington"
100051762,"State Senator, 15th District","Democrat, Independent",NA,NA,"SD 15",6,NA,100083853,"Janeen Sollman","11/15/2022 1:47:31 PM",1,24761,0.551334862283182,"0/32,","Washington"
100051762,"State Senator, 15th District","Republican",NA,NA,"SD 15",6,NA,100084084,"Carolina Malmedal","11/15/2022 1:47:31 PM",1,20085,0.447217830820957,"0/32,","Washington"
100051761,"State Senator, 13th District",NA,NA,NA,"SD 13",7,NA,9901,"Write-in","11/15/2022 1:47:31 PM",1,47,0.00108095676172953,"0/35,","Washington"
100051761,"State Senator, 13th District","Democrat, Working Families",NA,NA,"SD 13",7,NA,100084081,"Aaron Woods","11/15/2022 1:47:31 PM",1,25812,0.593652253909844,"0/35,","Washington"
100051761,"State Senator, 13th District","Republican, Independent",NA,NA,"SD 13",7,NA,100084083,"John D Velez","11/15/2022 1:47:31 PM",1,17621,0.405266789328427,"0/35,","Washington"
100051763,"State Senator, 16th District",NA,NA,NA,"SD 16",7,NA,9901,"Write-in","11/15/2022 1:47:31 PM",1,22,0.0023273035015339,"0/101,","Washington"
100051763,"State Senator, 16th District","Democrat, Independent",NA,NA,"SD 16",7,NA,100084086,"Melissa Busch","11/15/2022 1:47:31 PM",1,3406,0.360308896646567,"0/101,","Washington"
100051763,"State Senator, 16th District","Republican",NA,NA,"SD 16",7,NA,100084085,"Suzanne Weber","11/15/2022 1:47:31 PM",1,6025,0.637363799851899,"0/101,","Washington"
100051764,"State Senator, 17th District",NA,NA,NA,"SD 17",8,NA,9901,"Write-in","11/15/2022 1:47:31 PM",1,48,0.00179151270854328,"0/28,","Washington"
100051764,"State Senator, 17th District","Democrat, Independent",NA,NA,"SD 17",8,NA,300025016,"Elizabeth Steiner Hayward","11/15/2022 1:47:31 PM",1,18546,0.692195722763408,"0/28,","Washington"
100051764,"State Senator, 17th District","Republican",NA,NA,"SD 17",8,NA,100084087,"John Verbeek","11/15/2022 1:47:31 PM",1,8199,0.306012764528048,"0/28,","Washington"
100051837,"State Senator, 18th District (2 Year Unexpired Term)",NA,NA,NA,"SD 18",9,NA,9901,"Write-in","11/15/2022 1:47:31 PM",1,47,0.00098530429131464,"0/31,","Washington"
100051837,"State Senator, 18th District (2 Year Unexpired Term)","Democrat, Working Families",NA,NA,"SD 18",9,NA,100086033,"Wlnsvey E Campos","11/15/2022 1:47:31 PM",1,26654,0.558772352780864,"0/31,","Washington"
100051837,"State Senator, 18th District (2 Year Unexpired Term)","Nonaffiliated",NA,NA,"SD 18",9,NA,100086034,"Rich Vial","11/15/2022 1:47:31 PM",1,4956,0.103897192930966,"0/31,","Washington"
100051837,"State Senator, 18th District (2 Year Unexpired Term)","Republican, Constitution",NA,NA,"SD 18",9,NA,100086037,"Kimberly Rice","11/15/2022 1:47:31 PM",1,16044,0.336345149996855,"0/31,","Washington"
100051765,"State Senator, 19th District",NA,NA,NA,"SD 19",10,NA,9901,"Write-in","11/15/2022 1:47:31 PM",1,12,0.00124031007751938,"0/38,","Washington"
100051765,"State Senator, 19th District","Democrat, Independent",NA,NA,"SD 19",10,NA,100060628,"Rob Wagner","11/15/2022 1:47:31 PM",1,5545,0.57312661498708,"0/38,","Washington"
100051765,"State Senator, 19th District","Republican",NA,NA,"SD 19",10,NA,100084092,"Ben Edtl","11/15/2022 1:47:31 PM",1,4118,0.425633074935401,"0/38,","Washington"
100051793,"State Representative, 25th District",NA,NA,NA,"HD 25",11,NA,9901,"Write-in","11/15/2022 1:47:31 PM",1,44,0.00160683635832451,"0/13,","Washington"
100051793,"State Representative, 25th District","Democrat, Independent, Working Families",NA,NA,"HD 25",11,NA,100084243,"Ben Bowman","11/15/2022 1:47:31 PM",1,17678,0.645583025965015,"0/13,","Washington"
100051793,"State Representative, 25th District","Republican",NA,NA,"HD 25",11,NA,100084244,"Bob Niemeyer","11/15/2022 1:47:31 PM",1,9661,0.352810137676661,"0/13,","Washington"
100051794,"State Representative, 26th District",NA,NA,NA,"HD 26",13,NA,9901,"Write-in","11/15/2022 1:47:31 PM",1,10,0.00062111801242236,"0/22,","Washington"
100051794,"State Representative, 26th District","Democrat, Independent, Working Families",NA,NA,"HD 26",13,NA,100063744,"Courtney Neron","11/15/2022 1:47:31 PM",1,8743,0.54304347826087,"0/22,","Washington"
100051794,"State Representative, 26th District","Republican",NA,NA,"HD 26",13,NA,100084247,"Jason Fields","11/15/2022 1:47:31 PM",1,7347,0.456335403726708,"0/22,","Washington"
100051795,"State Representative, 27th District",NA,NA,NA,"HD 27",13,NA,9901,"Write-in","11/15/2022 1:47:31 PM",1,31,0.00110979844628218,"0/15,","Washington"
100051795,"State Representative, 27th District","Democrat",NA,NA,"HD 27",13,NA,100084248,"Ken Helm","11/15/2022 1:47:31 PM",1,19774,0.707908208928507,"0/15,","Washington"
100051795,"State Representative, 27th District","Republican",NA,NA,"HD 27",13,NA,100084250,"Sandra Nelson","11/15/2022 1:47:31 PM",1,8128,0.29098199262521,"0/15,","Washington"
100051796,"State Representative, 28th District",NA,NA,NA,"HD 28",14,NA,9901,"Write-in","11/15/2022 1:47:31 PM",1,7,0.00084920538638845,"0/14,","Washington"
100051796,"State Representative, 28th District","Democrat, Independent, Working Families",NA,NA,"HD 28",14,NA,100084251,"Dacia Grayber","11/15/2022 1:47:31 PM",1,6187,0.750576246512192,"0/14,","Washington"
100051796,"State Representative, 28th District","Republican",NA,NA,"HD 28",14,NA,100084253,"Patrick Castles","11/15/2022 1:47:31 PM",1,2049,0.248574548101419,"0/14,","Washington"
100051797,"State Representative, 29th District",NA,NA,NA,"HD 29",15,NA,9901,"Write-in","11/15/2022 1:47:31 PM",1,28,0.00127411721878413,"0/18,","Washington"
100051797,"State Representative, 29th District","Democrat, Independent",NA,NA,"HD 29",15,NA,100063775,"Susan McLain","11/15/2022 1:47:31 PM",1,11593,0.527530032763014,"0/18,","Washington"
100051797,"State Representative, 29th District","Republican",NA,NA,"HD 29",15,NA,100084254,"Gina Munster-Moore","11/15/2022 1:47:31 PM",1,10355,0.471195850018202,"0/18,","Washington"
100051798,"State Representative, 30th District",NA,NA,NA,"HD 30",16,NA,9901,"Write-in","11/15/2022 1:47:31 PM",1,28,0.00123087743977493,"0/14,","Washington"
100051798,"State Representative, 30th District","Democrat, Working Families",NA,NA,"HD 30",16,NA,100083861,"Nathan Sosa","11/15/2022 1:47:31 PM",1,14004,0.615614559521716,"0/14,","Washington"
100051798,"State Representative, 30th District","Republican",NA,NA,"HD 30",16,NA,100084256,"Joe Everton","11/15/2022 1:47:31 PM",1,8716,0.383154563038509,"0/14,","Washington"
